image_id,domain,split,image_path
2012-02-17 13_10_50,B (Winter),test,testB/2012-02-17 13_10_50.jpg
2012-02-19 10_49_56,B (Winter),train,trainB/2012-02-19 10_49_56.jpg
2012-02-20 06_06_58,B (Winter),train,trainB/2012-02-20 06_06_58.jpg
2012-02-20 18_30_34,B (Winter),train,trainB/2012-02-20 18_30_34.jpg
2012-02-23 20_55_31,B (Winter),test,testB/2012-02-23 20_55_31.jpg
2012-02-24 14_44_31,B (Winter),test,testB/2012-02-24 14_44_31.jpg
2012-02-26 16_32_43,B (Winter),train,trainB/2012-02-26 16_32_43.jpg
2012-02-27 10_26_15,B (Winter),train,trainB/2012-02-27 10_26_15.jpg
2012-02-27 19_18_07,B (Winter),train,trainB/2012-02-27 19_18_07.jpg
2012-02-29 22_20_01,B (Winter),test,testB/2012-02-29 22_20_01.jpg
2012-03-02 08_34_14,B (Winter),train,trainB/2012-03-02 08_34_14.jpg
2012-03-16 22_47_15,B (Winter),train,trainB/2012-03-16 22_47_15.jpg
2012-03-18 23_19_24,B (Winter),train,trainB/2012-03-18 23_19_24.jpg
2012-03-21 05_28_25,B (Winter),train,trainB/2012-03-21 05_28_25.jpg
2012-03-21 19_11_31,B (Winter),test,testB/2012-03-21 19_11_31.jpg
2012-03-23 00_14_28,A (Summer),train,trainA/2012-03-23 00_14_28.jpg
2012-03-23 01_13_40,B (Winter),test,testB/2012-03-23 01_13_40.jpg
2012-03-24 09_22_19,B (Winter),train,trainB/2012-03-24 09_22_19.jpg
2012-03-26 14_51_19,A (Summer),train,trainA/2012-03-26 14_51_19.jpg
2012-03-28 22_03_17,B (Winter),train,trainB/2012-03-28 22_03_17.jpg
2012-03-29 20_44_23,B (Winter),train,trainB/2012-03-29 20_44_23.jpg
2012-04-01 19_07_54,B (Winter),train,trainB/2012-04-01 19_07_54.jpg
2012-04-03 14_36_40,B (Winter),test,testB/2012-04-03 14_36_40.jpg
2012-04-04 18_53_25,B (Winter),train,trainB/2012-04-04 18_53_25.jpg
2012-04-04 21_53_52,B (Winter),train,trainB/2012-04-04 21_53_52.jpg
2012-04-09 05_52_53,B (Winter),train,trainB/2012-04-09 05_52_53.jpg
2012-04-10 15_13_55,B (Winter),train,trainB/2012-04-10 15_13_55.jpg
2012-04-10 20_33_00,B (Winter),test,testB/2012-04-10 20_33_00.jpg
2012-04-15 15_32_03,A (Summer),train,trainA/2012-04-15 15_32_03.jpg
2012-04-17 12_43_11,B (Winter),test,testB/2012-04-17 12_43_11.jpg
2012-04-17 13_47_10,B (Winter),test,testB/2012-04-17 13_47_10.jpg
2012-04-23 15_02_58,B (Winter),train,trainB/2012-04-23 15_02_58.jpg
2012-04-23 15_03_05,A (Summer),train,trainA/2012-04-23 15_03_05.jpg
2012-04-25 08_00_19,A (Summer),train,trainA/2012-04-25 08_00_19.jpg
2012-04-26 20_00_47,A (Summer),train,trainA/2012-04-26 20_00_47.jpg
2012-04-30 19_51_14,B (Winter),train,trainB/2012-04-30 19_51_14.jpg
2012-05-04 10_36_48,B (Winter),train,trainB/2012-05-04 10_36_48.jpg
2012-05-08 12_36_36,B (Winter),train,trainB/2012-05-08 12_36_36.jpg
2012-05-09 09_19_28,B (Winter),train,trainB/2012-05-09 09_19_28.jpg
2012-05-15 07_40_41,B (Winter),test,testB/2012-05-15 07_40_41.jpg
2012-05-15 08_50_36,A (Summer),train,trainA/2012-05-15 08_50_36.jpg
2012-05-15 11_19_51,B (Winter),test,testB/2012-05-15 11_19_51.jpg
2012-05-15 11_49_08,A (Summer),train,trainA/2012-05-15 11_49_08.jpg
2012-05-15 19_29_19,A (Summer),train,trainA/2012-05-15 19_29_19.jpg
2012-05-16 07_48_01,B (Winter),test,testB/2012-05-16 07_48_01.jpg
2012-05-16 18_28_23,A (Summer),train,trainA/2012-05-16 18_28_23.jpg
2012-05-17 13_40_40,B (Winter),test,testB/2012-05-17 13_40_40.jpg
2012-05-17 14_33_00,B (Winter),test,testB/2012-05-17 14_33_00.jpg
2012-05-17 15_30_10,B (Winter),test,testB/2012-05-17 15_30_10.jpg
2012-05-19 13_31_28,A (Summer),train,trainA/2012-05-19 13_31_28.jpg
2012-05-20 11_16_50,B (Winter),test,testB/2012-05-20 11_16_50.jpg
2012-05-21 03_03_01,B (Winter),test,testB/2012-05-21 03_03_01.jpg
2012-05-21 19_57_52,A (Summer),train,trainA/2012-05-21 19_57_52.jpg
2012-05-22 07_34_23,A (Summer),train,trainA/2012-05-22 07_34_23.jpg
2012-05-24 09_29_03,A (Summer),train,trainA/2012-05-24 09_29_03.jpg
2012-05-25 14_16_22,A (Summer),train,trainA/2012-05-25 14_16_22.jpg
2012-05-25 20_06_14,A (Summer),train,trainA/2012-05-25 20_06_14.jpg
2012-05-26 14_09_54,A (Summer),train,trainA/2012-05-26 14_09_54.jpg
2012-05-26 17_08_03,A (Summer),train,trainA/2012-05-26 17_08_03.jpg
2012-05-26 18_28_03,A (Summer),train,trainA/2012-05-26 18_28_03.jpg
2012-05-27 17_59_16,A (Summer),train,trainA/2012-05-27 17_59_16.jpg
2012-05-28 14_33_34,A (Summer),train,trainA/2012-05-28 14_33_34.jpg
2012-05-28 23_58_50,B (Winter),test,testB/2012-05-28 23_58_50.jpg
2012-05-29 17_10_28,A (Summer),train,trainA/2012-05-29 17_10_28.jpg
2012-05-29 22_17_05,B (Winter),train,trainB/2012-05-29 22_17_05.jpg
2012-05-30 06_35_44,A (Summer),train,trainA/2012-05-30 06_35_44.jpg
2012-06-01 00_00_00,B (Winter),test,testB/2012-06-01 00_00_00.jpg
2012-06-01 02_17_48,A (Summer),train,trainA/2012-06-01 02_17_48.jpg
2012-06-01 16_14_33,A (Summer),train,trainA/2012-06-01 16_14_33.jpg
2012-06-01 19_37_52,A (Summer),train,trainA/2012-06-01 19_37_52.jpg
2012-06-03 14_20_10,B (Winter),test,testB/2012-06-03 14_20_10.jpg
2012-06-03 20_17_16,A (Summer),train,trainA/2012-06-03 20_17_16.jpg
2012-06-04 13_38_16,A (Summer),train,trainA/2012-06-04 13_38_16.jpg
2012-06-04 19_59_13,A (Summer),train,trainA/2012-06-04 19_59_13.jpg
2012-06-05 01_13_19,B (Winter),train,trainB/2012-06-05 01_13_19.jpg
2012-06-05 06_09_05,A (Summer),train,trainA/2012-06-05 06_09_05.jpg
2012-06-05 12_27_14,A (Summer),train,trainA/2012-06-05 12_27_14.jpg
2012-06-05 16_13_50,B (Winter),test,testB/2012-06-05 16_13_50.jpg
2012-06-06 05_54_05,A (Summer),train,trainA/2012-06-06 05_54_05.jpg
2012-06-06 10_23_22,A (Summer),train,trainA/2012-06-06 10_23_22.jpg
2012-06-08 10_03_58,A (Summer),train,trainA/2012-06-08 10_03_58.jpg
2012-06-09 08_51_30,B (Winter),test,testB/2012-06-09 08_51_30.jpg
2012-06-09 19_49_22,A (Summer),train,trainA/2012-06-09 19_49_22.jpg
2012-06-10 11_00_13,B (Winter),train,trainB/2012-06-10 11_00_13.jpg
2012-06-10 11_56_53,A (Summer),train,trainA/2012-06-10 11_56_53.jpg
2012-06-10 17_12_49,A (Summer),train,trainA/2012-06-10 17_12_49.jpg
2012-06-11 14_00_34,A (Summer),train,trainA/2012-06-11 14_00_34.jpg
2012-06-12 09_12_49,A (Summer),train,trainA/2012-06-12 09_12_49.jpg
2012-06-12 16_15_19,A (Summer),train,trainA/2012-06-12 16_15_19.jpg
2012-06-12 19_13_58,A (Summer),train,trainA/2012-06-12 19_13_58.jpg
2012-06-12 19_16_15,A (Summer),train,trainA/2012-06-12 19_16_15.jpg
2012-06-12 22_36_02,A (Summer),train,trainA/2012-06-12 22_36_02.jpg
2012-06-13 02_11_06,A (Summer),train,trainA/2012-06-13 02_11_06.jpg
2012-06-14 05_38_40,B (Winter),test,testB/2012-06-14 05_38_40.jpg
2012-06-14 16_55_30,B (Winter),test,testB/2012-06-14 16_55_30.jpg
2012-06-14 17_12_05,A (Summer),train,trainA/2012-06-14 17_12_05.jpg
2012-06-15 09_48_43,A (Summer),train,trainA/2012-06-15 09_48_43.jpg
2012-06-15 16_43_00,B (Winter),test,testB/2012-06-15 16_43_00.jpg
2012-06-15 20_12_21,B (Winter),test,testB/2012-06-15 20_12_21.jpg
2012-06-16 15_12_07,A (Summer),train,trainA/2012-06-16 15_12_07.jpg
2012-06-16 18_54_55,A (Summer),train,trainA/2012-06-16 18_54_55.jpg
2012-06-16 18_58_32,A (Summer),train,trainA/2012-06-16 18_58_32.jpg
2012-06-17 14_49_18,A (Summer),train,trainA/2012-06-17 14_49_18.jpg
2012-06-17 22_08_15,A (Summer),train,trainA/2012-06-17 22_08_15.jpg
2012-06-18 18_15_08,A (Summer),train,trainA/2012-06-18 18_15_08.jpg
2012-06-19 18_19_25,A (Summer),train,trainA/2012-06-19 18_19_25.jpg
2012-06-20 12_38_15,A (Summer),train,trainA/2012-06-20 12_38_15.jpg
2012-06-20 20_35_38,A (Summer),train,trainA/2012-06-20 20_35_38.jpg
2012-06-20 22_29_56,A (Summer),train,trainA/2012-06-20 22_29_56.jpg
2012-06-21 03_33_06,A (Summer),train,trainA/2012-06-21 03_33_06.jpg
2012-06-21 20_06_05,A (Summer),train,trainA/2012-06-21 20_06_05.jpg
2012-06-22 09_33_14,A (Summer),train,trainA/2012-06-22 09_33_14.jpg
2012-06-22 10_43_46,A (Summer),train,trainA/2012-06-22 10_43_46.jpg
2012-06-22 13_44_24,A (Summer),train,trainA/2012-06-22 13_44_24.jpg
2012-06-23 05_14_12,A (Summer),train,trainA/2012-06-23 05_14_12.jpg
2012-06-23 11_13_47,A (Summer),train,trainA/2012-06-23 11_13_47.jpg
2012-06-23 20_28_22,A (Summer),train,trainA/2012-06-23 20_28_22.jpg
2012-06-23 21_38_38,B (Winter),train,trainB/2012-06-23 21_38_38.jpg
2012-06-23 23_44_46,A (Summer),train,trainA/2012-06-23 23_44_46.jpg
2012-06-24 13_18_58,A (Summer),train,trainA/2012-06-24 13_18_58.jpg
2012-06-24 17_16_11,B (Winter),test,testB/2012-06-24 17_16_11.jpg
2012-06-24 22_43_44,A (Summer),train,trainA/2012-06-24 22_43_44.jpg
2012-06-25 16_45_36,A (Summer),train,trainA/2012-06-25 16_45_36.jpg
2012-06-25 17_05_57,A (Summer),train,trainA/2012-06-25 17_05_57.jpg
2012-06-26 11_12_24,A (Summer),train,trainA/2012-06-26 11_12_24.jpg
2012-06-26 23_28_50,B (Winter),test,testB/2012-06-26 23_28_50.jpg
2012-06-27 15_44_12,A (Summer),train,trainA/2012-06-27 15_44_12.jpg
2012-06-27 19_50_02,A (Summer),train,trainA/2012-06-27 19_50_02.jpg
2012-06-28 08_18_04,A (Summer),train,trainA/2012-06-28 08_18_04.jpg
2012-06-28 12_48_43,B (Winter),train,trainB/2012-06-28 12_48_43.jpg
2012-06-30 05_34_08,A (Summer),train,trainA/2012-06-30 05_34_08.jpg
2012-07-01 14_32_15,A (Summer),train,trainA/2012-07-01 14_32_15.jpg
2012-07-02 08_16_51,B (Winter),test,testB/2012-07-02 08_16_51.jpg
2012-07-03 08_07_27,A (Summer),train,trainA/2012-07-03 08_07_27.jpg
2012-07-03 20_06_53,A (Summer),train,trainA/2012-07-03 20_06_53.jpg
2012-07-04 13_35_33,A (Summer),train,trainA/2012-07-04 13_35_33.jpg
2012-07-04 19_45_31,B (Winter),test,testB/2012-07-04 19_45_31.jpg
2012-07-04 22_41_44,A (Summer),train,trainA/2012-07-04 22_41_44.jpg
2012-07-05 01_19_10,B (Winter),test,testB/2012-07-05 01_19_10.jpg
2012-07-06 01_19_57,B (Winter),train,trainB/2012-07-06 01_19_57.jpg
2012-07-06 08_23_45,A (Summer),train,trainA/2012-07-06 08_23_45.jpg
2012-07-06 18_06_55,A (Summer),train,trainA/2012-07-06 18_06_55.jpg
2012-07-07 00_25_30,B (Winter),test,testB/2012-07-07 00_25_30.jpg
2012-07-07 11_28_54,A (Summer),train,trainA/2012-07-07 11_28_54.jpg
2012-07-07 15_24_03,A (Summer),train,trainA/2012-07-07 15_24_03.jpg
2012-07-07 20_17_57,A (Summer),train,trainA/2012-07-07 20_17_57.jpg
2012-07-08 08_32_51,B (Winter),test,testB/2012-07-08 08_32_51.jpg
2012-07-08 16_40_31,B (Winter),test,testB/2012-07-08 16_40_31.jpg
2012-07-09 20_27_59,A (Summer),train,trainA/2012-07-09 20_27_59.jpg
2012-07-10 18_40_19,A (Summer),train,trainA/2012-07-10 18_40_19.jpg
2012-07-11 13_53_39,A (Summer),train,trainA/2012-07-11 13_53_39.jpg
2012-07-11 14_42_10,B (Winter),test,testB/2012-07-11 14_42_10.jpg
2012-07-11 19_10_44,A (Summer),train,trainA/2012-07-11 19_10_44.jpg
2012-07-12 10_53_19,A (Summer),train,trainA/2012-07-12 10_53_19.jpg
2012-07-12 19_24_38,A (Summer),train,trainA/2012-07-12 19_24_38.jpg
2012-07-13 11_00_25,A (Summer),train,trainA/2012-07-13 11_00_25.jpg
2012-07-13 20_42_21,B (Winter),test,testB/2012-07-13 20_42_21.jpg
2012-07-14 04_40_30,B (Winter),test,testB/2012-07-14 04_40_30.jpg
2012-07-15 12_37_08,A (Summer),train,trainA/2012-07-15 12_37_08.jpg
2012-07-16 21_12_57,A (Summer),train,trainA/2012-07-16 21_12_57.jpg
2012-07-17 07_03_56,A (Summer),train,trainA/2012-07-17 07_03_56.jpg
2012-07-17 14_05_09,A (Summer),train,trainA/2012-07-17 14_05_09.jpg
2012-07-17 16_29_35,A (Summer),train,trainA/2012-07-17 16_29_35.jpg
2012-07-18 08_16_18,A (Summer),train,trainA/2012-07-18 08_16_18.jpg
2012-07-18 21_23_07,A (Summer),train,trainA/2012-07-18 21_23_07.jpg
2012-07-19 05_01_39,A (Summer),train,trainA/2012-07-19 05_01_39.jpg
2012-07-19 06_59_54,A (Summer),train,trainA/2012-07-19 06_59_54.jpg
2012-07-20 19_58_48,A (Summer),train,trainA/2012-07-20 19_58_48.jpg
2012-07-20 20_00_15,A (Summer),train,trainA/2012-07-20 20_00_15.jpg
2012-07-20 23_06_36,A (Summer),train,trainA/2012-07-20 23_06_36.jpg
2012-07-21 16_29_27,A (Summer),train,trainA/2012-07-21 16_29_27.jpg
2012-07-24 14_14_10,B (Winter),test,testB/2012-07-24 14_14_10.jpg
2012-07-24 18_29_34,A (Summer),train,trainA/2012-07-24 18_29_34.jpg
2012-07-24 19_25_34,A (Summer),train,trainA/2012-07-24 19_25_34.jpg
2012-07-27 04_56_41,B (Winter),test,testB/2012-07-27 04_56_41.jpg
2012-07-27 17_20_57,A (Summer),train,trainA/2012-07-27 17_20_57.jpg
2012-07-27 17_35_59,A (Summer),train,trainA/2012-07-27 17_35_59.jpg
2012-07-28 06_08_26,A (Summer),train,trainA/2012-07-28 06_08_26.jpg
2012-07-28 13_13_33,A (Summer),train,trainA/2012-07-28 13_13_33.jpg
2012-07-29 05_49_42,A (Summer),train,trainA/2012-07-29 05_49_42.jpg
2012-07-30 14_42_28,A (Summer),train,trainA/2012-07-30 14_42_28.jpg
2012-07-31 21_17_27,A (Summer),train,trainA/2012-07-31 21_17_27.jpg
2012-07-31 21_49_20,B (Winter),test,testB/2012-07-31 21_49_20.jpg
2012-08-01 00_00_00,B (Winter),test,testB/2012-08-01 00_00_00.jpg
2012-08-01 23_34_45,A (Summer),train,trainA/2012-08-01 23_34_45.jpg
2012-08-03 04_25_39,A (Summer),train,trainA/2012-08-03 04_25_39.jpg
2012-08-03 13_40_45,A (Summer),train,trainA/2012-08-03 13_40_45.jpg
2012-08-03 21_43_11,B (Winter),test,testB/2012-08-03 21_43_11.jpg
2012-08-05 13_08_05,A (Summer),train,trainA/2012-08-05 13_08_05.jpg
2012-08-06 16_35_59,A (Summer),train,trainA/2012-08-06 16_35_59.jpg
2012-08-07 08_22_59,A (Summer),train,trainA/2012-08-07 08_22_59.jpg
2012-08-07 08_25_59,A (Summer),train,trainA/2012-08-07 08_25_59.jpg
2012-08-07 10_29_31,B (Winter),test,testB/2012-08-07 10_29_31.jpg
2012-08-08 12_37_01,B (Winter),test,testB/2012-08-08 12_37_01.jpg
2012-08-08 15_20_26,A (Summer),train,trainA/2012-08-08 15_20_26.jpg
2012-08-09 20_46_11,B (Winter),test,testB/2012-08-09 20_46_11.jpg
2012-08-10 18_34_09,A (Summer),train,trainA/2012-08-10 18_34_09.jpg
2012-08-10 21_39_02,A (Summer),train,trainA/2012-08-10 21_39_02.jpg
2012-08-11 19_02_13,A (Summer),train,trainA/2012-08-11 19_02_13.jpg
2012-08-11 19_06_25,A (Summer),train,trainA/2012-08-11 19_06_25.jpg
2012-08-12 00_33_04,A (Summer),train,trainA/2012-08-12 00_33_04.jpg
2012-08-12 02_03_58,A (Summer),train,trainA/2012-08-12 02_03_58.jpg
2012-08-12 13_31_52,A (Summer),train,trainA/2012-08-12 13_31_52.jpg
2012-08-13 08_08_27,A (Summer),train,trainA/2012-08-13 08_08_27.jpg
2012-08-15 01_54_39,A (Summer),train,trainA/2012-08-15 01_54_39.jpg
2012-08-15 09_39_40,B (Winter),test,testB/2012-08-15 09_39_40.jpg
2012-08-15 09_53_27,A (Summer),train,trainA/2012-08-15 09_53_27.jpg
2012-08-15 16_27_18,A (Summer),train,trainA/2012-08-15 16_27_18.jpg
2012-08-16 17_30_45,A (Summer),train,trainA/2012-08-16 17_30_45.jpg
2012-08-17 06_12_35,A (Summer),train,trainA/2012-08-17 06_12_35.jpg
2012-08-17 13_29_12,A (Summer),train,trainA/2012-08-17 13_29_12.jpg
2012-08-17 16_51_54,A (Summer),train,trainA/2012-08-17 16_51_54.jpg
2012-08-17 18_26_47,A (Summer),train,trainA/2012-08-17 18_26_47.jpg
2012-08-18 23_29_18,A (Summer),train,trainA/2012-08-18 23_29_18.jpg
2012-08-19 13_12_44,A (Summer),train,trainA/2012-08-19 13_12_44.jpg
2012-08-19 17_18_04,A (Summer),train,trainA/2012-08-19 17_18_04.jpg
2012-08-19 18_58_39,A (Summer),train,trainA/2012-08-19 18_58_39.jpg
2012-08-20 12_51_40,B (Winter),test,testB/2012-08-20 12_51_40.jpg
2012-08-20 20_56_07,A (Summer),train,trainA/2012-08-20 20_56_07.jpg
2012-08-22 13_24_00,B (Winter),test,testB/2012-08-22 13_24_00.jpg
2012-08-23 08_43_59,A (Summer),train,trainA/2012-08-23 08_43_59.jpg
2012-08-24 12_54_33,A (Summer),train,trainA/2012-08-24 12_54_33.jpg
2012-08-25 10_10_43,A (Summer),train,trainA/2012-08-25 10_10_43.jpg
2012-08-25 13_19_04,A (Summer),train,trainA/2012-08-25 13_19_04.jpg
2012-08-25 14_03_09,A (Summer),train,trainA/2012-08-25 14_03_09.jpg
2012-08-25 15_52_45,B (Winter),train,trainB/2012-08-25 15_52_45.jpg
2012-08-26 18_37_14,B (Winter),train,trainB/2012-08-26 18_37_14.jpg
2012-08-27 11_56_46,A (Summer),train,trainA/2012-08-27 11_56_46.jpg
2012-08-27 19_31_13,A (Summer),train,trainA/2012-08-27 19_31_13.jpg
2012-08-27 21_21_47,A (Summer),train,trainA/2012-08-27 21_21_47.jpg
2012-08-28 18_56_26,A (Summer),train,trainA/2012-08-28 18_56_26.jpg
2012-08-28 19_20_03,A (Summer),train,trainA/2012-08-28 19_20_03.jpg
2012-08-30 11_22_56,A (Summer),train,trainA/2012-08-30 11_22_56.jpg
2012-08-31 00_15_10,B (Winter),test,testB/2012-08-31 00_15_10.jpg
2012-08-31 01_10_02,A (Summer),train,trainA/2012-08-31 01_10_02.jpg
2012-09-01 00_00_00,B (Winter),test,testB/2012-09-01 00_00_00.jpg
2012-09-02 07_56_40,B (Winter),test,testB/2012-09-02 07_56_40.jpg
2012-09-02 10_57_09,A (Summer),train,trainA/2012-09-02 10_57_09.jpg
2012-09-02 17_42_41,B (Winter),test,testB/2012-09-02 17_42_41.jpg
2012-09-02 19_48_04,A (Summer),train,trainA/2012-09-02 19_48_04.jpg
2012-09-03 23_19_59,A (Summer),train,trainA/2012-09-03 23_19_59.jpg
2012-09-05 04_45_40,B (Winter),test,testB/2012-09-05 04_45_40.jpg
2012-09-06 08_33_54,A (Summer),train,trainA/2012-09-06 08_33_54.jpg
2012-09-06 14_53_33,A (Summer),train,trainA/2012-09-06 14_53_33.jpg
2012-09-07 13_27_54,A (Summer),train,trainA/2012-09-07 13_27_54.jpg
2012-09-08 17_57_28,A (Summer),train,trainA/2012-09-08 17_57_28.jpg
2012-09-10 00_02_07,A (Summer),train,trainA/2012-09-10 00_02_07.jpg
2012-09-10 12_33_05,A (Summer),train,trainA/2012-09-10 12_33_05.jpg
2012-09-10 18_45_10,B (Winter),test,testB/2012-09-10 18_45_10.jpg
2012-09-11 02_37_06,A (Summer),train,trainA/2012-09-11 02_37_06.jpg
2012-09-12 18_14_59,A (Summer),train,trainA/2012-09-12 18_14_59.jpg
2012-09-12 18_18_03,A (Summer),train,trainA/2012-09-12 18_18_03.jpg
2012-09-13 18_01_33,A (Summer),train,trainA/2012-09-13 18_01_33.jpg
2012-09-14 22_41_04,A (Summer),train,trainA/2012-09-14 22_41_04.jpg
2012-09-15 12_38_09,A (Summer),train,trainA/2012-09-15 12_38_09.jpg
2012-09-15 12_40_30,B (Winter),test,testB/2012-09-15 12_40_30.jpg
2012-09-17 20_49_25,A (Summer),train,trainA/2012-09-17 20_49_25.jpg
2012-09-19 15_49_01,B (Winter),test,testB/2012-09-19 15_49_01.jpg
2012-09-26 07_30_13,B (Winter),train,trainB/2012-09-26 07_30_13.jpg
2012-09-26 22_01_57,A (Summer),train,trainA/2012-09-26 22_01_57.jpg
2012-10-13 09_52_13,A (Summer),train,trainA/2012-10-13 09_52_13.jpg
2012-10-15 00_46_37,A (Summer),train,trainA/2012-10-15 00_46_37.jpg
2012-10-23 08_36_13,B (Winter),train,trainB/2012-10-23 08_36_13.jpg
2012-11-02 00_08_59,B (Winter),train,trainB/2012-11-02 00_08_59.jpg
2012-11-13 17_53_04,B (Winter),train,trainB/2012-11-13 17_53_04.jpg
2012-11-14 17_01_31,B (Winter),test,testB/2012-11-14 17_01_31.jpg
2012-11-15 19_18_43,B (Winter),train,trainB/2012-11-15 19_18_43.jpg
2012-11-20 18_34_50,B (Winter),test,testB/2012-11-20 18_34_50.jpg
2012-11-26 00_02_27,B (Winter),train,trainB/2012-11-26 00_02_27.jpg
2012-11-28 12_54_59,B (Winter),train,trainB/2012-11-28 12_54_59.jpg
2012-11-29 08_55_04,B (Winter),train,trainB/2012-11-29 08_55_04.jpg
2012-12-01 04_47_08,A (Summer),train,trainA/2012-12-01 04_47_08.jpg
2012-12-02 11_17_43,B (Winter),train,trainB/2012-12-02 11_17_43.jpg
2012-12-02 16_10_07,B (Winter),train,trainB/2012-12-02 16_10_07.jpg
2012-12-04 07_19_18,B (Winter),train,trainB/2012-12-04 07_19_18.jpg
2012-12-05 18_32_11,B (Winter),test,testB/2012-12-05 18_32_11.jpg
2012-12-07 16_14_54,B (Winter),train,trainB/2012-12-07 16_14_54.jpg
2012-12-08 02_19_35,B (Winter),train,trainB/2012-12-08 02_19_35.jpg
2012-12-08 10_27_25,B (Winter),train,trainB/2012-12-08 10_27_25.jpg
2012-12-09 17_11_53,B (Winter),train,trainB/2012-12-09 17_11_53.jpg
2012-12-09 19_20_59,B (Winter),train,trainB/2012-12-09 19_20_59.jpg
2012-12-11 18_32_10,B (Winter),test,testB/2012-12-11 18_32_10.jpg
2012-12-11 22_14_02,B (Winter),train,trainB/2012-12-11 22_14_02.jpg
2012-12-12 14_27_52,B (Winter),train,trainB/2012-12-12 14_27_52.jpg
2012-12-13 08_28_19,B (Winter),train,trainB/2012-12-13 08_28_19.jpg
2012-12-13 13_35_15,B (Winter),train,trainB/2012-12-13 13_35_15.jpg
2012-12-13 16_07_05,B (Winter),train,trainB/2012-12-13 16_07_05.jpg
2012-12-14 06_02_39,B (Winter),train,trainB/2012-12-14 06_02_39.jpg
2012-12-14 18_57_46,B (Winter),train,trainB/2012-12-14 18_57_46.jpg
2012-12-15 07_10_03,B (Winter),train,trainB/2012-12-15 07_10_03.jpg
2012-12-15 21_53_31,B (Winter),test,testB/2012-12-15 21_53_31.jpg
2012-12-16 13_46_26,B (Winter),train,trainB/2012-12-16 13_46_26.jpg
2012-12-16 14_32_39,B (Winter),train,trainB/2012-12-16 14_32_39.jpg
2012-12-16 17_51_00,B (Winter),test,testB/2012-12-16 17_51_00.jpg
2012-12-17 23_02_20,B (Winter),test,testB/2012-12-17 23_02_20.jpg
2012-12-18 08_06_06,A (Summer),train,trainA/2012-12-18 08_06_06.jpg
2012-12-18 22_15_55,A (Summer),train,trainA/2012-12-18 22_15_55.jpg
2012-12-21 10_10_40,B (Winter),test,testB/2012-12-21 10_10_40.jpg
2012-12-22 19_57_10,B (Winter),test,testB/2012-12-22 19_57_10.jpg
2012-12-23 12_16_26,B (Winter),train,trainB/2012-12-23 12_16_26.jpg
2012-12-23 22_44_08,B (Winter),train,trainB/2012-12-23 22_44_08.jpg
2012-12-24 07_18_33,B (Winter),train,trainB/2012-12-24 07_18_33.jpg
2012-12-24 09_31_46,B (Winter),train,trainB/2012-12-24 09_31_46.jpg
2012-12-24 13_06_53,A (Summer),train,trainA/2012-12-24 13_06_53.jpg
2012-12-24 16_27_54,B (Winter),train,trainB/2012-12-24 16_27_54.jpg
2012-12-24 18_56_13,B (Winter),train,trainB/2012-12-24 18_56_13.jpg
2012-12-24 19_12_02,B (Winter),train,trainB/2012-12-24 19_12_02.jpg
2012-12-25 14_28_50,B (Winter),test,testB/2012-12-25 14_28_50.jpg
2012-12-25 19_10_17,B (Winter),train,trainB/2012-12-25 19_10_17.jpg
2012-12-25 21_07_26,B (Winter),train,trainB/2012-12-25 21_07_26.jpg
2012-12-25 23_05_14,B (Winter),train,trainB/2012-12-25 23_05_14.jpg
2012-12-26 00_20_55,B (Winter),train,trainB/2012-12-26 00_20_55.jpg
2012-12-26 15_00_31,B (Winter),test,testB/2012-12-26 15_00_31.jpg
2012-12-27 01_36_03,B (Winter),train,trainB/2012-12-27 01_36_03.jpg
2012-12-27 08_53_50,B (Winter),test,testB/2012-12-27 08_53_50.jpg
2012-12-27 17_27_11,B (Winter),test,testB/2012-12-27 17_27_11.jpg
2012-12-27 17_31_45,B (Winter),train,trainB/2012-12-27 17_31_45.jpg
2012-12-27 20_01_14,B (Winter),train,trainB/2012-12-27 20_01_14.jpg
2012-12-28 03_56_16,B (Winter),train,trainB/2012-12-28 03_56_16.jpg
2012-12-28 21_04_55,B (Winter),train,trainB/2012-12-28 21_04_55.jpg
2012-12-28 22_38_45,B (Winter),train,trainB/2012-12-28 22_38_45.jpg
2012-12-28 22_50_21,B (Winter),test,testB/2012-12-28 22_50_21.jpg
2012-12-29 08_20_28,B (Winter),train,trainB/2012-12-29 08_20_28.jpg
2012-12-29 09_38_33,B (Winter),train,trainB/2012-12-29 09_38_33.jpg
2012-12-29 11_04_54,B (Winter),train,trainB/2012-12-29 11_04_54.jpg
2012-12-29 13_12_27,B (Winter),train,trainB/2012-12-29 13_12_27.jpg
2012-12-29 18_50_04,B (Winter),train,trainB/2012-12-29 18_50_04.jpg
2012-12-29 22_00_30,B (Winter),test,testB/2012-12-29 22_00_30.jpg
2012-12-30 08_58_40,B (Winter),test,testB/2012-12-30 08_58_40.jpg
2012-12-30 09_02_17,B (Winter),train,trainB/2012-12-30 09_02_17.jpg
2012-12-30 09_31_49,B (Winter),train,trainB/2012-12-30 09_31_49.jpg
2012-12-30 15_43_03,B (Winter),train,trainB/2012-12-30 15_43_03.jpg
2012-12-31 17_02_44,B (Winter),train,trainB/2012-12-31 17_02_44.jpg
2012-12-31 18_58_19,B (Winter),train,trainB/2012-12-31 18_58_19.jpg
